id,name,type,parentId
131,博茨瓦纳,1,0
132,纳米比亚,1,0
133,南非,1,0
134,斯威士兰,1,0
135,莱索托,1,0
136,马达加斯加,1,0
137,科摩罗,1,0
138,毛里求斯,1,0
139,留尼旺,1,0
140,圣赫勒拿,1,0
141,澳大利亚,1,0
142,新西兰,1,0
143,巴布亚新几内亚,1,0
144,所罗门群岛,1,0
145,瓦努阿图共和国,1,0
146,密克罗尼西亚,1,0
147,马绍尔群岛,1,0
148,帕劳,1,0
149,瑙鲁,1,0
150,基里巴斯,1,0
151,图瓦卢,1,0
152,萨摩亚,1,0
153,斐济,1,0
154,汤加,1,0
155,库克群岛,1,0
156,关岛,1,0
157,新喀里多尼亚,1,0
158,法属波利尼西亚,1,0
159,皮特凯恩岛,1,0
160,瓦利斯与富图纳,1,0
161,纽埃,1,0
162,托克劳,1,0
163,美属萨摩亚,1,0
164,北马里亚纳,1,0
165,加拿大,1,0
166,美国,1,0
167,墨西哥,1,0
168,格陵兰,1,0
169,危地马拉,1,0
170,伯利兹,1,0
171,萨尔瓦多,1,0
172,洪都拉斯,1,0
173,尼加拉瓜,1,0
174,哥斯达黎加,1,0
175,巴拿马,1,0
176,巴哈马,1,0
177,古巴,1,0
178,牙买加,1,0
179,海地,1,0
180,多米尼加共和国,1,0
181,安提瓜和巴布达,1,0
182,圣基茨和尼维斯,1,0
183,多米尼克,1,0
184,圣卢西亚,1,0
185,圣文森特和格林纳丁斯,1,0
186,格林纳达,1,0
187,巴巴多斯,1,0
188,特立尼达和多巴哥,1,0
189,波多黎各,1,0
190,英属维尔京群岛,1,0
191,美属维尔京群岛,1,0
192,安圭拉,1,0
193,蒙特塞拉特岛,1,0
194,瓜德罗普,1,0
195,马提尼克,1,0
196,荷属安的列斯,1,0
197,阿鲁巴,1,0
198,特克斯和凯科斯群岛,1,0
199,开曼群岛,1,0
200,百慕大,1,0
201,哥伦比亚,1,0
202,委内瑞拉,1,0
203,圭亚那,1,0
204,法属圭亚那,1,0
205,苏里南,1,0
206,厄瓜多尔,1,0
207,秘鲁,1,0
208,玻利维亚,1,0
209,巴西,1,0
210,智利,1,0
211,阿根廷,1,0
212,乌拉圭,1,0
213,巴拉圭,1,0
214,波黑,1,0
215,直布罗陀,1,0
216,新喀里多尼亚群岛,1,0
217,瓦利斯和富图纳群岛,1,0
218,泽西岛,1,0
219,黑山,1,0
220,英属马恩岛,1,0
221,尼日利亚,1,0
222,喀麦隆,1,0
223,加蓬,1,0
224,乍得,1,0
225,刚果共和国,1,0
226,中非共和国,1,0
227,南苏丹,1,0
228,赤道几内亚,1,0
229,毛里塔尼亚,1,0
230,刚果民主共和国,1,0
231,留尼汪岛,1,0
232,格陵兰岛,1,0
233,法罗群岛,1,0
234,根西岛,1,0
235,百慕大群岛,1,0
236,圣皮埃尔和密克隆群岛,1,0
237,法属圣马丁,1,0
238,奥兰群岛,1,0
239,北马里亚纳群岛,1,0
240,库拉索,1,0
241,博内尔岛,1,0
242,圣马丁岛,1,0
243,圣巴泰勒米岛,1,0
244,福克兰群岛,1,0
245,圣多美和普林西比,1,0
246,英属印度洋领地,1,0
247,东萨摩亚,1,0
248,诺福克岛,1,0
110000,北京,2,1
120000,天津,2,1
130000,河北省,2,1
140000,山西省,2,1
150000,内蒙古自治区,2,1
210000,辽宁省,2,1
220000,吉林省,2,1
230000,黑龙江省,2,1
310000,上海,2,1
320000,江苏省,2,1
330000,浙江省,2,1
340000,安徽省,2,1
350000,福建省,2,1
360000,江西省,2,1
370000,山东省,2,1
410000,河南省,2,1
420000,湖北省,2,1
430000,湖南省,2,1
440000,广东省,2,1
450000,广西壮族自治区,2,1
460000,海南省,2,1
500000,重庆,2,1
510000,四川省,2,1
520000,贵州省,2,1
530000,云南省,2,1
540000,西藏自治区,2,1
610000,陕西省,2,1
620000,甘肃省,2,1
630000,青海省,2,1
640000,宁夏回族自治区,2,1
650000,新疆维吾尔自治区,2,1
110100,北京市,3,110000
120100,天津市,3,120000
130100,石家庄市,3,130000
130200,唐山市,3,130000
130300,秦皇岛市,3,130000
130400,邯郸市,3,130000
130500,邢台市,3,130000
130600,保定市,3,130000
130700,张家口市,3,130000
130800,承德市,3,130000
130900,沧州市,3,130000
131000,廊坊市,3,130000
131100,衡水市,3,130000
140100,太原市,3,140000
140200,大同市,3,140000
140300,阳泉市,3,140000
140400,长治市,3,140000
140500,晋城市,3,140000
140600,朔州市,3,140000
140700,晋中市,3,140000
140800,运城市,3,140000
140900,忻州市,3,140000
141000,临汾市,3,140000
141100,吕梁市,3,140000
150100,呼和浩特市,3,150000
150200,包头市,3,150000
150300,乌海市,3,150000
150400,赤峰市,3,150000
150500,通辽市,3,150000
150600,鄂尔多斯市,3,150000
150700,呼伦贝尔市,3,150000
150800,巴彦淖尔市,3,150000
150900,乌兰察布市,3,150000
152200,兴安盟,3,150000
152500,锡林郭勒盟,3,150000
152900,阿拉善盟,3,150000
210100,沈阳市,3,210000
210200,大连市,3,210000
210300,鞍山市,3,210000
210400,抚顺市,3,210000
210500,本溪市,3,210000
210600,丹东市,3,210000
210700,锦州市,3,210000
210800,营口市,3,210000
210900,阜新市,3,210000
211000,辽阳市,3,210000
211100,盘锦市,3,210000
211200,铁岭市,3,210000
211300,朝阳市,3,210000
211400,葫芦岛市,3,210000
220100,长春市,3,220000
220200,吉林市,3,220000
220300,四平市,3,220000
220400,辽源市,3,220000
220500,通化市,3,220000
220600,白山市,3,220000
220700,松原市,3,220000
220800,白城市,3,220000
222400,延边朝鲜族自治州,3,220000
230100,哈尔滨市,3,230000
230200,齐齐哈尔市,3,230000
230300,鸡西市,3,230000
230400,鹤岗市,3,230000
230500,双鸭山市,3,230000
230600,大庆市,3,230000
230700,伊春市,3,230000
230800,佳木斯市,3,230000
230900,七台河市,3,230000
231000,牡丹江市,3,230000
231100,黑河市,3,230000
231200,绥化市,3,230000
232700,大兴安岭地区,3,230000
310100,上海市,3,310000
320100,南京市,3,320000
320200,无锡市,3,320000
320300,徐州市,3,320000
320400,常州市,3,320000
320500,苏州市,3,320000
320600,南通市,3,320000
320700,连云港市,3,320000
320800,淮安市,3,320000
320900,盐城市,3,320000
321000,扬州市,3,320000
321100,镇江市,3,320000
321200,泰州市,3,320000
321300,宿迁市,3,320000
330100,杭州市,3,330000
330200,宁波市,3,330000
330300,温州市,3,330000
330400,嘉兴市,3,330000
330500,湖州市,3,330000
330600,绍兴市,3,330000
330700,金华市,3,330000
330800,衢州市,3,330000
330900,舟山市,3,330000
331000,台州市,3,330000
331100,丽水市,3,330000
340100,合肥市,3,340000
340200,芜湖市,3,340000
340300,蚌埠市,3,340000
340400,淮南市,3,340000
340500,马鞍山市,3,340000
340600,淮北市,3,340000
340700,铜陵市,3,340000
340800,安庆市,3,340000
341000,黄山市,3,340000
341100,滁州市,3,340000
341200,阜阳市,3,340000
341300,宿州市,3,340000
341500,六安市,3,340000
341600,亳州市,3,340000
341700,池州市,3,340000
341800,宣城市,3,340000
350100,福州市,3,350000
350200,厦门市,3,350000
350300,莆田市,3,350000
350400,三明市,3,350000
350500,泉州市,3,350000
350600,漳州市,3,350000
350700,南平市,3,350000
350800,龙岩市,3,350000
350900,宁德市,3,350000
360100,南昌市,3,360000
360200,景德镇市,3,360000
360300,萍乡市,3,360000
360400,九江市,3,360000
360500,新余市,3,360000
360600,鹰潭市,3,360000
360700,赣州市,3,360000
360800,吉安市,3,360000
360900,宜春市,3,360000
361000,抚州市,3,360000
361100,上饶市,3,360000
370100,济南市,3,370000
370200,青岛市,3,370000
370300,淄博市,3,370000
370400,枣庄市,3,370000
370500,东营市,3,370000
370600,烟台市,3,370000
370700,潍坊市,3,370000
370800,济宁市,3,370000
370900,泰安市,3,370000
371000,威海市,3,370000
371100,日照市,3,370000
371300,临沂市,3,370000
371400,德州市,3,370000
371500,聊城市,3,370000
371600,滨州市,3,370000
371700,菏泽市,3,370000
410100,郑州市,3,410000
410200,开封市,3,410000
410300,洛阳市,3,410000
410400,平顶山市,3,410000
410500,安阳市,3,410000
410600,鹤壁市,3,410000
410700,新乡市,3,410000
410800,焦作市,3,410000
410900,濮阳市,3,410000
411000,许昌市,3,410000
411100,漯河市,3,410000
411200,三门峡市,3,410000
411300,南阳市,3,410000
411400,商丘市,3,410000
411500,信阳市,3,410000
411600,周口市,3,410000
411700,驻马店市,3,410000
419000,省直辖县级行政区划,3,410000
420100,武汉市,3,420000
420200,黄石市,3,420000
420300,十堰市,3,420000
420500,宜昌市,3,420000
420600,襄阳市,3,420000
420700,鄂州市,3,420000
420800,荆门市,3,420000
420900,孝感市,3,420000
421000,荆州市,3,420000
421100,黄冈市,3,420000
421200,咸宁市,3,420000
421300,随州市,3,420000
422800,恩施土家族苗族自治州,3,420000
429000,省直辖县级行政区划,3,420000
430100,长沙市,3,430000
430200,株洲市,3,430000
430300,湘潭市,3,430000
430400,衡阳市,3,430000
430500,邵阳市,3,430000
430600,岳阳市,3,430000
430700,常德市,3,430000
430800,张家界市,3,430000
430900,益阳市,3,430000
431000,郴州市,3,430000
431100,永州市,3,430000
431200,怀化市,3,430000
431300,娄底市,3,430000
433100,湘西土家族苗族自治州,3,430000
440100,广州市,3,440000
440200,韶关市,3,440000
440300,深圳市,3,440000
440400,珠海市,3,440000
440500,汕头市,3,440000
440600,佛山市,3,440000
440700,江门市,3,440000
440800,湛江市,3,440000
440900,茂名市,3,440000
441200,肇庆市,3,440000
441300,惠州市,3,440000
441400,梅州市,3,440000
441500,汕尾市,3,440000
441600,河源市,3,440000
441700,阳江市,3,440000
441800,清远市,3,440000
441900,东莞市,3,440000
441901,莞城区,4,441900
441902,南城区,4,441900
441904,万江区,4,441900
441905,石碣镇,4,441900
441906,石龙镇,4,441900
441907,茶山镇,4,441900
441908,石排镇,4,441900
441909,企石镇,4,441900
441910,横沥镇,4,441900
441911,桥头镇,4,441900
441912,谢岗镇,4,441900
441913,东坑镇,4,441900
441914,常平镇,4,441900
441915,寮步镇,4,441900
441916,大朗镇,4,441900
441917,麻涌镇,4,441900
441918,中堂镇,4,441900
441919,高埗镇,4,441900
441920,樟木头镇,4,441900
441921,大岭山镇,4,441900
441922,望牛墩镇,4,441900
441923,黄江镇,4,441900
441924,洪梅镇,4,441900
441925,清溪镇,4,441900
441926,沙田镇,4,441900
441927,道滘镇,4,441900
441928,塘厦镇,4,441900
441929,虎门镇,4,441900
441930,厚街镇,4,441900
441931,凤岗镇,4,441900
441932,长安镇,4,441900
442000,中山市,3,440000
445100,潮州市,3,440000
445200,揭阳市,3,440000
445300,云浮市,3,440000
450100,南宁市,3,450000
450200,柳州市,3,450000
450300,桂林市,3,450000
450400,梧州市,3,450000
450500,北海市,3,450000
450600,防城港市,3,450000
450700,钦州市,3,450000
450800,贵港市,3,450000
450900,玉林市,3,450000
451000,百色市,3,450000
451100,贺州市,3,450000
451200,河池市,3,450000
451300,来宾市,3,450000
451400,崇左市,3,450000
460100,海口市,3,460000
460200,三亚市,3,460000
460300,三沙市,3,460000
460400,儋州市,3,460000
469000,省直辖县级行政区划,3,460000
500100,重庆市,3,500000
510100,成都市,3,510000
510300,自贡市,3,510000
510400,攀枝花市,3,510000
510500,泸州市,3,510000
510600,德阳市,3,510000
510700,绵阳市,3,510000
510800,广元市,3,510000
510900,遂宁市,3,510000
511000,内江市,3,510000
511100,乐山市,3,510000
511300,南充市,3,510000
511400,眉山市,3,510000
511500,宜宾市,3,510000
511600,广安市,3,510000
511700,达州市,3,510000
511800,雅安市,3,510000
511900,巴中市,3,510000
512000,资阳市,3,510000
513200,阿坝藏族羌族自治州,3,510000
513300,甘孜藏族自治州,3,510000
513400,凉山彝族自治州,3,510000
520100,贵阳市,3,520000
520200,六盘水市,3,520000
520300,遵义市,3,520000
520400,安顺市,3,520000
520500,毕节市,3,520000
520600,铜仁市,3,520000
522300,黔西南布依族苗族自治州,3,520000
522600,黔东南苗族侗族自治州,3,520000
522700,黔南布依族苗族自治州,3,520000
530100,昆明市,3,530000
530300,曲靖市,3,530000
530400,玉溪市,3,530000
530500,保山市,3,530000
530600,昭通市,3,530000
530700,丽江市,3,530000
530800,普洱市,3,530000
530900,临沧市,3,530000
532300,楚雄彝族自治州,3,530000
532500,红河哈尼族彝族自治州,3,530000
532600,文山壮族苗族自治州,3,530000
532800,西双版纳傣族自治州,3,530000
532900,大理白族自治州,3,530000
533100,德宏傣族景颇族自治州,3,530000
533300,怒江傈僳族自治州,3,530000
533400,迪庆藏族自治州,3,530000
540100,拉萨市,3,540000
540200,日喀则市,3,540000
540300,昌都市,3,540000
540400,林芝市,3,540000
540500,山南市,3,540000
540600,那曲市,3,540000
542500,阿里地区,3,540000
610100,西安市,3,610000
610200,铜川市,3,610000
610300,宝鸡市,3,610000
610400,咸阳市,3,610000
610500,渭南市,3,610000
610600,延安市,3,610000
610700,汉中市,3,610000
610800,榆林市,3,610000
610900,安康市,3,610000
611000,商洛市,3,610000
620100,兰州市,3,620000
620200,嘉峪关市,3,620000
620300,金昌市,3,620000
620400,白银市,3,620000
620500,天水市,3,620000
620600,武威市,3,620000
620700,张掖市,3,620000
620800,平凉市,3,620000
620900,酒泉市,3,620000
621000,庆阳市,3,620000
621100,定西市,3,620000
621200,陇南市,3,620000
622900,临夏回族自治州,3,620000
623000,甘南藏族自治州,3,620000
630100,西宁市,3,630000
630200,海东市,3,630000
632200,海北藏族自治州,3,630000
632300,黄南藏族自治州,3,630000
632500,海南藏族自治州,3,630000
632600,果洛藏族自治州,3,630000
632700,玉树藏族自治州,3,630000
632800,海西蒙古族藏族自治州,3,630000
640100,银川市,3,640000
640200,石嘴山市,3,640000
640300,吴忠市,3,640000
640400,固原市,3,640000
640500,中卫市,3,640000
650100,乌鲁木齐市,3,650000
650200,克拉玛依市,3,650000
650400,吐鲁番市,3,650000
650500,哈密市,3,650000
652300,昌吉回族自治州,3,650000
652700,博尔塔拉蒙古自治州,3,650000
652800,巴音郭楞蒙古自治州,3,650000
652900,阿克苏地区,3,650000
653000,克孜勒苏柯尔克孜自治州,3,650000
653100,喀什地区,3,650000
653200,和田地区,3,650000
654000,伊犁哈萨克自治州,3,650000
654200,塔城地区,3,650000
654300,阿勒泰地区,3,650000
659000,自治区直辖县级行政区划,3,650000
110101,东城区,4,110100
110102,西城区,4,110100
110105,朝阳区,4,110100
110106,丰台区,4,110100
110107,石景山区,4,110100
110108,海淀区,4,110100
110109,门头沟区,4,110100
110111,房山区,4,110100
110112,通州区,4,110100
110113,顺义区,4,110100
110114,昌平区,4,110100
110115,大兴区,4,110100
110116,怀柔区,4,110100
110117,平谷区,4,110100
110118,密云区,4,110100
110119,延庆区,4,110100
120101,和平区,4,120100
120102,河东区,4,120100
120103,河西区,4,120100
120104,南开区,4,120100
120105,河北区,4,120100
120106,红桥区,4,120100
120110,东丽区,4,120100
120111,西青区,4,120100
120112,津南区,4,120100
120113,北辰区,4,120100
120114,武清区,4,120100
120115,宝坻区,4,120100
120116,滨海新区,4,120100
120117,宁河区,4,120100
120118,静海区,4,120100
120119,蓟州区,4,120100
130102,长安区,4,130100
130104,桥西区,4,130100
130105,新华区,4,130100
130107,井陉矿区,4,130100
130108,裕华区,4,130100
130109,藁城区,4,130100
130110,鹿泉区,4,130100
130111,栾城区,4,130100
130121,井陉县,4,130100
130123,正定县,4,130100
130125,行唐县,4,130100
130126,灵寿县,4,130100
130127,高邑县,4,130100
130128,深泽县,4,130100
130129,赞皇县,4,130100
130130,无极县,4,130100
130131,平山县,4,130100
130132,元氏县,4,130100
130133,赵县,4,130100
130171,石家庄高新技术产业开发区,4,130100
130172,石家庄循环化工园区,4,130100
130181,辛集市,4,130100
130183,晋州市,4,130100
130184,新乐市,4,130100
130202,路南区,4,130200
130203,路北区,4,130200
130204,古冶区,4,130200
130205,开平区,4,130200
130207,丰南区,4,130200
130208,丰润区,4,130200
130209,曹妃甸区,4,130200
130224,滦南县,4,130200
130225,乐亭县,4,130200
130227,迁西县,4,130200
130229,玉田县,4,130200
130271,河北唐山芦台经济开发区,4,130200
130272,唐山市汉沽管理区,4,130200
130273,唐山高新技术产业开发区,4,130200
130274,河北唐山海港经济开发区,4,130200
130281,遵化市,4,130200
130283,迁安市,4,130200
130284,滦州市,4,130200
130302,海港区,4,130300
130303,山海关区,4,130300
130304,北戴河区,4,130300
130306,抚宁区,4,130300
130321,青龙满族自治县,4,130300
130322,昌黎县,4,130300
130324,卢龙县,4,130300
130371,秦皇岛市经济技术开发区,4,130300
130372,北戴河新区,4,130300
130402,邯山区,4,130400
130403,丛台区,4,130400
130404,复兴区,4,130400
130406,峰峰矿区,4,130400
130407,肥乡区,4,130400
130408,永年区,4,130400
130423,临漳县,4,130400
130424,成安县,4,130400
130425,大名县,4,130400
130426,涉县,4,130400
130427,磁县,4,130400
130430,邱县,4,130400
130431,鸡泽县,4,130400
130432,广平县,4,130400
130433,馆陶县,4,130400
130434,魏县,4,130400
130435,曲周县,4,130400
130471,邯郸经济技术开发区,4,130400
130473,邯郸冀南新区,4,130400
130481,武安市,4,130400
130502,襄都区,4,130500
130503,信都区,4,130500
130505,任泽区,4,130500
130506,南和区,4,130500
130522,临城县,4,130500
130523,内丘县,4,130500
130524,柏乡县,4,130500
130525,隆尧县,4,130500
130528,宁晋县,4,130500
130529,巨鹿县,4,130500
130530,新河县,4,130500
130531,广宗县,4,130500
130532,平乡县,4,130500
130533,威县,4,130500
130534,清河县,4,130500
130535,临西县,4,130500
130571,河北邢台经济开发区,4,130500
130581,南宫市,4,130500
130582,沙河市,4,130500
130602,竞秀区,4,130600
130606,莲池区,4,130600
130607,满城区,4,130600
130608,清苑区,4,130600
130609,徐水区,4,130600
130623,涞水县,4,130600
130624,阜平县,4,130600
130626,定兴县,4,130600
130627,唐县,4,130600
130628,高阳县,4,130600
130629,容城县,4,130600
130630,涞源县,4,130600
130631,望都县,4,130600
130632,安新县,4,130600
130633,易县,4,130600
130634,曲阳县,4,130600
130635,蠡县,4,130600
130636,顺平县,4,130600
130637,博野县,4,130600
130638,雄县,4,130600
130671,保定高新技术产业开发区,4,130600
130672,保定白沟新城,4,130600
130681,涿州市,4,130600
130682,定州市,4,130600
130683,安国市,4,130600
130684,高碑店市,4,130600
130702,桥东区,4,130700
130703,桥西区,4,130700
130705,宣化区,4,130700
130706,下花园区,4,130700
130708,万全区,4,130700
130709,崇礼区,4,130700
130722,张北县,4,130700
130723,康保县,4,130700
130724,沽源县,4,130700
130725,尚义县,4,130700
130726,蔚县,4,130700
130727,阳原县,4,130700
130728,怀安县,4,130700
130730,怀来县,4,130700
130731,涿鹿县,4,130700
130732,赤城县,4,130700
130771,张家口经济开发区,4,130700
130772,张家口市察北管理区,4,130700
130773,张家口市塞北管理区,4,130700
130802,双桥区,4,130800
130803,双滦区,4,130800
130804,鹰手营子矿区,4,130800
130821,承德县,4,130800
130822,兴隆县,4,130800
130824,滦平县,4,130800
130825,隆化县,4,130800
130826,丰宁满族自治县,4,130800
130827,宽城满族自治县,4,130800
130828,围场满族蒙古族自治县,4,130800
130871,承德高新技术产业开发区,4,130800
130881,平泉市,4,130800
130902,新华区,4,130900
130903,运河区,4,130900
130921,沧县,4,130900
130922,青县,4,130900
130923,东光县,4,130900
130924,海兴县,4,130900
130925,盐山县,4,130900
130926,肃宁县,4,130900
130927,南皮县,4,130900
130928,吴桥县,4,130900
130929,献县,4,130900
130930,孟村回族自治县,4,130900
130971,河北沧州经济开发区,4,130900
130972,沧州高新技术产业开发区,4,130900
130973,沧州渤海新区,4,130900
130981,泊头市,4,130900
130982,任丘市,4,130900
130983,黄骅市,4,130900
130984,河间市,4,130900
131002,安次区,4,131000
131003,广阳区,4,131000
131022,固安县,4,131000
131023,永清县,4,131000
131024,香河县,4,131000
131025,大城县,4,131000
131026,文安县,4,131000
131028,大厂回族自治县,4,131000
131071,廊坊经济技术开发区,4,131000
131081,霸州市,4,131000
131082,三河市,4,131000
131102,桃城区,4,131100
131103,冀州区,4,131100
131121,枣强县,4,131100
131122,武邑县,4,131100
131123,武强县,4,131100
131124,饶阳县,4,131100
131125,安平县,4,131100
131126,故城县,4,131100
131127,景县,4,131100
131128,阜城县,4,131100
131171,河北衡水高新技术产业开发区,4,131100
131172,衡水滨湖新区,4,131100
131182,深州市,4,131100
140105,小店区,4,140100
140106,迎泽区,4,140100
140107,杏花岭区,4,140100
140108,尖草坪区,4,140100
140109,万柏林区,4,140100
140110,晋源区,4,140100
140121,清徐县,4,140100
140122,阳曲县,4,140100
140123,娄烦县,4,140100
140171,山西转型综合改革示范区,4,140100
140181,古交市,4,140100
140212,新荣区,4,140200
140213,平城区,4,140200
140214,云冈区,4,140200
140215,云州区,4,140200
140221,阳高县,4,140200
140222,天镇县,4,140200
140223,广灵县,4,140200
140224,灵丘县,4,140200
140225,浑源县,4,140200
140226,左云县,4,140200
140271,山西大同经济开发区,4,140200
140302,城区,4,140300
140303,矿区,4,140300
140311,郊区,4,140300
140321,平定县,4,140300
140322,盂县,4,140300
140403,潞州区,4,140400
140404,上党区,4,140400
140405,屯留区,4,140400
140406,潞城区,4,140400
140423,襄垣县,4,140400
140425,平顺县,4,140400
140426,黎城县,4,140400
140427,壶关县,4,140400
140428,长子县,4,140400
140429,武乡县,4,140400
140430,沁县,4,140400
140431,沁源县,4,140400
140471,山西长治高新技术产业园区,4,140400
140502,城区,4,140500
140521,沁水县,4,140500
140522,阳城县,4,140500
140524,陵川县,4,140500
140525,泽州县,4,140500
140581,高平市,4,140500
140602,朔城区,4,140600
140603,平鲁区,4,140600
140621,山阴县,4,140600
140622,应县,4,140600
140623,右玉县,4,140600
140671,山西朔州经济开发区,4,140600
140681,怀仁市,4,140600
140702,榆次区,4,140700
140703,太谷区,4,140700
140721,榆社县,4,140700
140722,左权县,4,140700
140723,和顺县,4,140700
140724,昔阳县,4,140700
140725,寿阳县,4,140700
140727,祁县,4,140700
140728,平遥县,4,140700
140729,灵石县,4,140700
140781,介休市,4,140700
140802,盐湖区,4,140800
140821,临猗县,4,140800
140822,万荣县,4,140800
140823,闻喜县,4,140800
140824,稷山县,4,140800
140825,新绛县,4,140800
140826,绛县,4,140800
140827,垣曲县,4,140800
140828,夏县,4,140800
140829,平陆县,4,140800
140830,芮城县,4,140800
140881,永济市,4,140800
140882,河津市,4,140800
140902,忻府区,4,140900
140921,定襄县,4,140900
140922,五台县,4,140900
140923,代县,4,140900
140924,繁峙县,4,140900
140925,宁武县,4,140900
140926,静乐县,4,140900
140927,神池县,4,140900
140928,五寨县,4,140900
140929,岢岚县,4,140900
140930,河曲县,4,140900
140931,保德县,4,140900
140932,偏关县,4,140900
140971,五台山风景名胜区,4,140900
140981,原平市,4,140900
141002,尧都区,4,141000
141021,曲沃县,4,141000
141022,翼城县,4,141000
141023,襄汾县,4,141000
141024,洪洞县,4,141000
141025,古县,4,141000
141026,安泽县,4,141000
141027,浮山县,4,141000
141028,吉县,4,141000
141029,乡宁县,4,141000
141030,大宁县,4,141000
141031,隰县,4,141000
141032,永和县,4,141000
141033,蒲县,4,141000
141034,汾西县,4,141000
141081,侯马市,4,141000
141082,霍州市,4,141000
141102,离石区,4,141100
141121,文水县,4,141100
141122,交城县,4,141100
141123,兴县,4,141100
141124,临县,4,141100
141125,柳林县,4,141100
141126,石楼县,4,141100
141127,岚县,4,141100
141128,方山县,4,141100
141129,中阳县,4,141100
141130,交口县,4,141100
141181,孝义市,4,141100
141182,汾阳市,4,141100
150102,新城区,4,150100
150103,回民区,4,150100
150104,玉泉区,4,150100
150105,赛罕区,4,150100
150121,土默特左旗,4,150100
150122,托克托县,4,150100
150123,和林格尔县,4,150100
150124,清水河县,4,150100
150125,武川县,4,150100
150172,呼和浩特经济技术开发区,4,150100
150202,东河区,4,150200
150203,昆都仑区,4,150200
150204,青山区,4,150200
150205,石拐区,4,150200
150206,白云鄂博矿区,4,150200
150207,九原区,4,150200
150221,土默特右旗,4,150200
150222,固阳县,4,150200
150223,达尔罕茂明安联合旗,4,150200
150271,包头稀土高新技术产业开发区,4,150200
150302,海勃湾区,4,150300
150303,海南区,4,150300
150304,乌达区,4,150300
150402,红山区,4,150400
150403,元宝山区,4,150400
150404,松山区,4,150400
150421,阿鲁科尔沁旗,4,150400
150422,巴林左旗,4,150400
150423,巴林右旗,4,150400
150424,林西县,4,150400
150425,克什克腾旗,4,150400
150426,翁牛特旗,4,150400
150428,喀喇沁旗,4,150400
150429,宁城县,4,150400
150430,敖汉旗,4,150400
150502,科尔沁区,4,150500
150521,科尔沁左翼中旗,4,150500
150522,科尔沁左翼后旗,4,150500
